text,sentiment 
Praise for Tech Armor!,pos
THE BEST,pos
Really do the job well!  Why pay more!,pos
"Hard to put on, but works well!",pos
Has held up well for six months,pos
Excellent customer service,pos
easy to use and works fine,pos
love them!,pos
Great Product,pos
i love it,pos
Clear and good fit,pos
Nice,pos
Protectors,pos
THE BEST,pos
Great for the price,pos
Best in 15 years,pos
They work,pos
"Great product, easy to apply, easy to remove bubbles, high quality protectors",pos
Awesome product,pos
Works.,pos
Great coverage,pos
Looks almost invisible,pos
Amazing!,pos
Love it,pos
"Easy to apply, effective, and inexpensive",pos
Great product,pos
Really Good for the Price,pos
perfect fit,pos
phone,pos
Excellent,pos
"Great protector, has already proven itself!",pos
Just right,pos
great screen protector,pos
"Nice, works as advertised",pos
Good,pos
Very clear,pos
Great Armor,pos
Awesome,pos
Tech Armor HD Screen Protectors,pos
Excellent product,pos
pretty good,pos
Tech Armor protective screen,pos
Great product!,pos
works well. no issues,pos
Change of Heart,pos
Edited to a 5* review for user (i.e. my) error,pos
Excellent protection,pos
"Easy to apply, clear as can be",pos
perfect,pos
HD Clear Screen,pos
Really good screen protector,pos
screen protectors,pos
Useful,pos
&#60;3 :D,pos
Great,pos
Normal.,pos
A few tiny bubbles,pos
Does what it says,pos
Better than the ones at best buy!,pos
"Fits the S3 with the right cuts for sensors, camera, and edges",pos
Saves Money For Sure!!,pos
It Works....,pos
Nice screen protector,pos
great,pos
"Feels like screen, good price, and lifetime warranty",pos
Screen protector,pos
Works as advertised,pos
Can't tell its there,pos
excellent product,pos
Tech Armor Screen Protector,pos
COVER,pos
Screen Protection,pos
Love it,pos
Perfect,pos
Great Product,pos
Tech Armor HD Clear Screen Protectors with Lifetime Replacement...,pos
Better than what came w/ Otterbox case.,pos
Super,pos
Clear screen,pos
Great Product!,pos
Little leary at first,pos
Great screen protector.,pos
Bought various screen protectors settled on this one.,pos
The best screen protector.,pos
Excellent Product - High Quality and Durability,pos
"Great fit, great look.",pos
great product,pos
Great Company To Do Business With,pos
Very Nice,pos
Best protector.,pos
"Always use Tech Armor, best around",pos
awesome!,pos
Its a screen protector,pos
Great screen protector,pos
Good ones!,pos
Easy to install,pos
great!,pos
screen protector,pos
Great,pos
good fit and easy to install,pos
great look,pos
I really like this protector,pos
Easy to use,pos
Easy to install.,pos
Great product and great customer service.,pos
Great Product and Amazing Customer Service!,pos
"Great price, worked great",pos
Very nice product,pos
Awesome screen prptectors. Three packs!,pos
wonderful!,pos
Excellent,pos
Great screen protector,pos
this is a true HD screen protector!,pos
its good but damn those air bubbles!,pos
Great buy,pos
great screen protector,pos
Its nice,pos
VERY GOOD PRODUCTS,pos
seems to be working well,pos
"No sticky stuff, no blurring, feels like glass!",pos
Best screen protectors yet,pos
It's good,pos
screen cover,pos
Works great.!,pos
AMAZING Product,pos
Crystal clear !,pos
Buy from tech armor!,pos
Very happy with this item,pos
Great Buy,pos
promptly forgot about it after installation,pos
great,pos
Great!,pos
works great,pos
perfect!,pos
Great Product,pos
Finally ready to replace after a month,pos
Tech Armor HD Clear Screen Protectors,pos
GOOD,pos
Easy Install,pos
Excellent Product,pos
Great product,pos
Just as Requested,pos
very happy with it.,pos
"Easy to apply, durable",pos
went on well and clear,pos
"Easy to put on, lifetime warranty!",pos
Great Customer Service From Company,pos
I really love these screen protectors.,pos
Awesome Screen Protectors,pos
Perfect fit,pos
Great screen guard,pos
Nice Product,pos
You cant even notice that the screen protector is on!,pos
easy!!,pos
"Received earlier than anticipated, protector went on easily",pos
great product,pos
Awesome product,pos
"Peel, stick, done!",pos
Excellent screen protector kit,pos
Great screen protector,pos
true to the description,pos
Pretty good,pos
Great screen protector,pos
Tech Armor Samsung Galaxy S3 HD Clean Screen,pos
works like a champ,pos
Easy install,pos
Very good screen protector,pos
Very nice,pos
This is the one you want!,pos
Super thin,pos
awesome screen protectors,pos
Great,pos
so far so good,pos
Amazing,pos
High-quality and easy to apply,pos
NICE,pos
love it,pos
Best screen protector I ever had,pos
Love the Tech Armor HD Screen Protector,pos
GOOD EXCELLENT,pos
So easy to apply.,pos
"Well cut, very clear and nice feel",pos
Great,pos
AWESOME protector,pos
Great product excellent service,pos
Excellent Product,pos
works really good,pos
Very impressed,pos
Nice feel to the screen. Not sticky,pos
Great Screen Protector,pos
Very good prdouct,pos
Great anti-fingerprint screen,pos
awesome screen cover,pos
Love it!,pos
Excellent.,pos
Very Clear!!!,pos
Tech Armor S3,pos
Good,pos
Works Great!,pos
OEM,pos
Great Price,pos
great,pos
very much needed,pos
Perfect Fit!!!,pos
Works well with my Samsung Nexus in my car,pos
Just what I needed/wanted,pos
usb cables,pos
So far so good,pos
micro usb cables,pos
perfect.,pos
Works Fine,pos
Goo backup cord,pos
Excellent,pos
I love it,pos
Great Buy,pos
Perfect cables,pos
It is what it is,pos
Great product!,pos
Works,pos
Good charger,pos
works,pos
Five Stars,pos
Love these chargers give them to all my employees.,pos
Great adapter charges an iPhone and micro-USB device simultaneously wiht no problem,pos
"small, white, cheap, super effective",pos
It just a good and solid product,pos
Five Stars,pos
Works great!,pos
"Good, honest backup charger, great for owners of Apple gadgets",pos
Just what I needed,pos
Works we'll,pos
Great dual-charger for the car,pos
works like a champ,pos
Good high output charging.,pos
Excellent charger,pos
great,pos
Exactly what I needed,pos
Plenty of power,pos
Awesome product,pos
Works like a charm!,pos
15w 3.1A of exactly what I needed,pos
Best way to charge two devices,pos
Excellent!,pos
Works great!!!,pos
Excellent and not too bright,pos
Product is great,pos
yes!,pos
Good size,pos
Works on AC power on my Nexus 5.,pos
Powerful and practical,pos
Works,pos
Using with S4 and Galaxy 10.1,pos
It works great,pos
GREAT PRODUCT TO BUY,pos
durable and last very long,pos
Works,pos
Nice Charger!,pos
Great Device!,pos
"Great product!  Well made, works as advertised",pos
Beautiful,pos
USB car charger,pos
Fantastic!,pos
This usb car charger is amazing!,pos
Great product,pos
Always ready and able,pos
"So far, so good",pos
Works Great,pos
Nice design,pos
Powerful charger,pos
Black,pos
Dual USB car charger,pos
Works great,pos
"Feels tough/well made, charges both my iPhone 5 and my Note 3 at the same time",pos
Good quality and design,pos
works just great,pos
PowerGen Dual USB 3.1A 15w High Output Car Charger - White,pos
duel car charger,pos
great,pos
It works great as expected!,pos
Works great,pos
Great Car Charger,pos
Great Dual Car Charger - Highly Recommended,pos
Better than the last one (other brand),pos
Very nice,pos
Perfect For a Diverse Car,pos
This charger.  This freaking charger.,pos
GREAT!,pos
work as expected,pos
Gifted........... PowerGen Dual USB,pos
Full-speed Charging. Good Design. Good Value.,pos
"Great device, well worth the price!",pos
"is good, really good!!!!",pos
Works great with my iPhone 5 Lightning connector,pos
Works,pos
Great Charger,pos
Worked Well.,pos
I'd buy this again without hesitation,pos
Recomend to anyone!,pos
Excellent car charger,pos
using with my Galaxy Note 3,pos
Good product - plenty of juice for Nexus 7 and telephone at same time.,pos
Dual USB's From PWR GEN,pos
Great for travel,pos
Good,pos
Charges the LG PRO better than all the other ones I have tried.,pos
great adapter for car.,pos
thanks,pos
Works great!,pos
Reliable and Very Useful,pos
It Works.,pos
Works as advertised,pos
Excellent high output usb charger,pos
A USB charger that works on BOTH 12 & 24 volt systems!,pos
Great charger,pos
Works perfectly,pos
Perfect little car plug!,pos
Excellent USB car charger,pos
Nice charger,pos
Happy car!,pos
ROCKS...,pos
PowerGen iPhone 5 Car Charger,pos
Great,pos
it works,pos
Unobtrusive & useful,pos
Why 1 star reviews say wires getting hot or melted?,pos
Love this product,pos
charges my Galaxy S3 very fast,pos
great for smartphone use,pos
Awesome little charger!,pos
Works,pos
Great product,pos
very practical,pos
well built,pos
Five Stars,pos
works well,pos
WORKS WELL IN THE CAR !!,pos
Great!,pos
Practical and powerful dual use car charger,pos
Perfect,pos
"Great value! Works perfectly on my Galaxy S3, Kindle Fire HD, and BlackBerry Bold 9900",pos
Great way to power up in the car.,pos
Works great,pos
Works great!,pos
Fast charger.,pos
Awesome little good quality gadget,pos
Good for multi-charging,pos
Works great!,pos
Great car charger!,pos
Excellent car charger,pos
Works well.,pos
Charges my iPad,pos
Dual Power for a Great Charge,pos
Very nice high power usb charger,pos
Use the A port for Apple Devices and the NA port for everything else.,pos
Fast,pos
"So far, so good",pos
"Provides ""AC"" charging ability (1Amp+) on Android phones",pos
High output,pos
Fantastic Customer Service--great product,pos
Charge iPad and iPhone at same time,pos
A very handy car charger for mobile devices and small electronics,pos
Shipped quickly - Love it!,pos
"When you have multiple devices in the car, this is great",pos
Is charging an issue?,pos
Great,pos
Great charger,pos
Excellent Charger,pos
Excellent product. Owned for one year with zero problems.,pos
"Yes you can have more!  More power, more UBS ports and more use of your charged mobile devices!",pos
Works great,pos
Works well for charging iPhone and iPad,pos
Best bang for the buck,pos
Great Product,pos
good product,pos
usb car charger review,pos
Great little charger,pos
Great charger,pos
Safe and Effective,pos
A solid high output car charger,pos
Perfect for charging our Samsung Galaxy S4 and iphone 5s.,pos
No issues,pos
As Advertised! Highly Reccomend!,pos
So far it's worked great!,pos
Works As Advertised - No Modifications Necessary,pos
Able to charge 2 devices at once!,pos
"If you're looking for a car charger that will output at the full 1.9amps for your Galaxy S4, this is it!",pos
Love this little charger,pos
Excellent,pos
Works great for Nexus 7!!,pos
No complaints.,pos
Best product on the market,pos
Nice Design; Still doing well after 3 months use,pos
Works great,pos
Plenty of power.,pos
Great product!,pos
PowerGen Dual USB 3.1A Car charger Designed for Apple and Android Devices -... POWERGEN,pos
great great,pos
The Real Deal Car Charger,pos
"Nice charger, but pretty big.",pos
"For the Road Warrior with 2 Devices, or the Family with 2 Phones",pos
"So far, so good!",pos
Works for Apple or Non-Apple Products,pos
Powergen Dual USB 3.1 A Car charger,pos
so far so good,pos
For those long trips in the car,pos
What I needed,pos
great,pos
Double Charges and is the Right Price,pos
Five Stars,pos
Great Vehicle Charger,pos
Very High Quality and powerful,pos
Perfect for Nexus 5,pos
Great Product!,pos
Best purchase ever,pos
As advertised,pos
charges my iphone 5s fast,pos
Does what its supposed to do,pos
Phone Charger For Car PowerGen 4.2,pos
I needed this!,pos
PowerGen charger is great!,pos
Tablet car chrager,pos
Finally,pos
Excellent product,pos
Great product for great price,pos
Works Exactly As Described - Great Value,pos
Great USB charger with terrific price,pos
"finally, a car charger that does Google AND Apple both well",pos
Incredible,pos
Brought on vacation and worked perfect,pos
No complaint it works exactly as it should,pos
PowerGen White Dual USB,pos
Charged both iPad and iPhone,pos
So far great,pos
Way better than my previous car chargers,pos
Perfect!,pos
Arrived quickly and works well.,pos
Turbo CHARGE!  -- but mind your usb cables,pos
So far so good!,pos
Plug and Play,pos
Works as described.,pos
Perfect charger for any device!,pos
Tiny but not wimpy. Works great with my GPS and 3GS iPhone,pos
It does exactly as the description,pos
Works very well!,pos
I recommend,pos
Power Plus,pos
Very good product,pos
Great for the car and I take it everywhere with me,pos
